BPF Resource Thief Detector — Session Report
Generated: 2026-06-25 03:39:16.253215
============================================================

[INFO] 03:38:59 | PID 14195 (sh) | New process → /usr/bin/which
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/clear_refs
[ALERT] 03:39:07 | PID 6227 (ThreadPoolForeg) | Accessed sensitive file → /proc/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/14177/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/14165/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/14153/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/13986/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/13649/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/11296/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/11251/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/9935/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/9129/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6996/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/11368/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6838/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6755/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6709/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6227/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6666/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6651/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6510/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6492/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6290/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6305/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6384/stat
[ALERT] 03:39:07 | PID 6227 (chrome) | Accessed sensitive file → /proc/6292/stat
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6227/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6290/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6292/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6305/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6384/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6492/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6510/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6651/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6666/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6709/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6755/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6838/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/6996/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9129/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/9935/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11251/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11296/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/11368/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13649/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/13986/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14153/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14165/clear_refs
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/status
[ALERT] 03:39:07 | PID 6227 (MemoryInfra) | Accessed sensitive file → /proc/14177/clear_refs
[ALERT] 03:39:08 | PID 6227 (ThreadPoolForeg) | Accessed sensitive file → /proc/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6227/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6227/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/13649/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/13649/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6651/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6651/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6384/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6384/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/14165/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/14165/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6492/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6492/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6510/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6510/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6709/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6709/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6755/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6755/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6838/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6838/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6996/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6996/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/14177/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/14177/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/13986/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/13986/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/9935/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/9935/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/11296/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/11296/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/9129/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/9129/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/11251/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/11251/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/14153/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/14153/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/11368/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/11368/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6290/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6290/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6292/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6292/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6305/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6305/status
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6666/stat
[ALERT] 03:39:08 | PID 6227 (chrome) | Accessed sensitive file → /proc/6666/status
[ALERT] 03:39:08 | PID 9666 (ptyxis-agent) | Accessed sensitive file → /proc/9690/cmdline
[INFO] 03:39:08 | PID 14237 (sh) | New process → /usr/bin/which
[INFO] 03:39:08 | PID 14239 (sh) | New process → /usr/bin/ps
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/self/status
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/self/status
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/self
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14239
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/self
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14239
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/sys/kernel/pid_max
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/2
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/3
[ALERT] 03:39:08 | PID 14239 (ps) | High-speed file access: 51 files/sec  ← POSSIBLE EXFILTRATION
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/4
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/5
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/6
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/7
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/8
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/10
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/11
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/12
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/13
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/14
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/15
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/16
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/17
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/18
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/19
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/20
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/21
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/22
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/23
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/24
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/25
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/26
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/27
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/28
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/29
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/30
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/31
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/33
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/34
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/35
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/36
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/37
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/39
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/40
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/41
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/42
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/43
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/45
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/46
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/47
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/48
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/49
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/51
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/52
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/53
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/54
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/55
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/57
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/58
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/59
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/60
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/61
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/62
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/63
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/64
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/65
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/66
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/67
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/69
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/70
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/71
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/72
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/73
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/75
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/76
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/78
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/79
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/81
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/83
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/85
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/87
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/88
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/90
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/93
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/96
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/97
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/98
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/99
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/100
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/103
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/104
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/106
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/107
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/109
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/110
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/111
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/113
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/117
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/118
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/119
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/120
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/121
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/122
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/128
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/129
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/132
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/134
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/138
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/150
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/151
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/286
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/307
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/429
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/430
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/431
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/432
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/433
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/457
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/466
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/467
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/495
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/646
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/675
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/728
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/730
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/732
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/735
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/738
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/739
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/742
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/800
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/808
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/809
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/846
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/906
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1108
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1110
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1127
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1139
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1140
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1141
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1143
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1144
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1145
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1146
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1158
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1215
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1216
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1217
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1575
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1579
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1580
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1582
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1583
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1593
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1595
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1610
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1613
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1617
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1621
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1626
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1627
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1630
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1679
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1713
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1725
[ALERT] 03:39:08 | PID 14239 (ps) | Accessed sensitive file → /proc/1733
